user_id,event_timestamp,event_type,platform,country,traffic_source,session_id
41,2024-11-01 00:22:15.583096,signup_page_view,web,UK,paid_search,sess_41_1730420535
42,2024-11-11 02:18:00.000000,landing_page_view,web,US,direct,sess_42_1731291480
43,2024-09-25 21:53:00.000000,landing_page_view,mobile_web,Germany,paid_search,sess_43_1727301180
43,2024-09-25 22:13:12.385809,signup_page_view,mobile_web,Germany,paid_search,sess_43_1727302392
43,2024-09-25 22:58:22.982214,email_verification,mobile_web,Germany,paid_search,sess_43_1727305102
43,2024-09-25 23:00:56.588230,profile_setup,mobile_web,Germany,paid_search,sess_43_1727305256
43,2024-09-25 23:04:29.151975,first_product_view,mobile_web,Germany,paid_search,sess_43_1727305469
43,2024-09-29 21:59:02.248127,add_to_cart,mobile_web,Germany,paid_search,sess_43_1727646780
44,2024-11-04 12:45:00.000000,landing_page_view,web,US,paid_search,sess_44_1730724300
44,2024-11-04 13:28:10.082617,signup_page_view,web,US,paid_search,sess_44_1730726890
45,2024-09-17 04:54:00.000000,landing_page_view,web,Australia,direct,sess_45_1726548840
45,2024-09-17 05:16:49.959187,signup_page_view,web,Australia,direct,sess_45_1726550209
46,2024-06-27 16:12:00.000000,landing_page_view,mobile_web,US,referral,sess_46_1719504720
46,2024-06-27 16:12:33.765217,signup_page_view,mobile_web,US,referral,sess_46_1719504753
46,2024-06-27 16:14:11.280028,email_verification,mobile_web,US,referral,sess_46_1719504851
46,2024-06-27 18:17:23.481066,profile_setup,mobile_web,US,referral,sess_46_1719512243
47,2024-08-24 13:08:00.000000,landing_page_view,ios_app,Germany,paid_search,sess_47_1724504880
47,2024-08-24 13:54:24.201408,signup_page_view,ios_app,Germany,paid_search,sess_47_1724507664
47,2024-08-24 14:26:38.191568,email_verification,ios_app,Germany,paid_search,sess_47_1724509598
47,2024-08-24 14:33:24.269984,profile_setup,ios_app,Germany,paid_search,sess_47_1724510004
47,2024-08-24 14:44:37.805827,first_product_view,ios_app,Germany,paid_search,sess_47_1724510677
48,2024-07-27 16:47:00.000000,landing_page_view,ios_app,Canada,social_media,sess_48_1722098820
48,2024-07-27 16:55:47.086223,signup_page_view,ios_app,Canada,social_media,sess_48_1722099347
49,2024-07-08 17:33:00.000000,landing_page_view,web,US,organic_search,sess_49_1720459980
49,2024-07-08 17:45:58.340048,signup_page_view,web,US,organic_search,sess_49_1720460758
50,2024-09-14 18:16:00.000000,landing_page_view,mobile_web,France,paid_search,sess_50_1726337760
51,2024-08-08 01:05:00.000000,landing_page_view,android_app,UK,organic_search,sess_51_1723079100
51,2024-08-08 01:11:40.754429,signup_page_view,android_app,UK,organic_search,sess_51_1723079500
52,2024-09-26 15:07:00.000000,landing_page_view,mobile_web,UK,social_media,sess_52_1727363220
52,2024-09-26 15:25:17.140650,signup_page_view,mobile_web,UK,social_media,sess_52_1727364317
53,2024-10-25 20:04:00.000000,landing_page_view,mobile_web,US,organic_search,sess_53_1729886640
53,2024-10-25 20:10:45.414175,signup_page_view,mobile_web,US,organic_search,sess_53_1729887045
53,2024-10-25 20:13:21.114767,email_verification,mobile_web,US,organic_search,sess_53_1729887201
53,2024-10-25 20:47:50.845911,profile_setup,mobile_web,US,organic_search,sess_53_1729889270
53,2024-10-25 21:05:34.057602,first_product_view,mobile_web,US,organic_search,sess_53_1729890334
53,2024-10-25 21:15:45.576022,add_to_cart,mobile_web,US,organic_search,sess_53_1729890945
53,2024-10-25 21:47:33.897251,checkout_start,mobile_web,US,organic_search,sess_53_1729892853
53,2024-10-25 21:52:25.656410,payment_info_entered,mobile_web,US,organic_search,sess_53_1729893145
53,2024-10-25 22:06:55.214497,purchase_completed,mobile_web,US,organic_search,sess_53_1729894015
53,2024-10-25 22:14:12.721096,app_download,mobile_web,US,organic_search,sess_53_1729894452
53,2024-10-25 22:35:49.958615,first_login_app,mobile_web,US,organic_search,sess_53_1729895749
54,2024-06-07 02:46:00.000000,landing_page_view,ios_app,US,organic_search,sess_54_1717728360
55,2024-09-23 14:24:00.000000,landing_page_view,web,Israel,paid_search,sess_55_1727101440
56,2024-10-04 11:24:00.000000,landing_page_view,mobile_web,France,organic_search,sess_56_1728041040
57,2024-09-19 03:46:00.000000,landing_page_view,mobile_web,France,paid_search,sess_57_1726717560
58,2024-09-09 05:51:00.000000,landing_page_view,mobile_web,Canada,paid_search,sess_58_1725861060
58,2024-09-09 06:04:36.203549,signup_page_view,mobile_web,Canada,paid_search,sess_58_1725861876
59,2024-08-09 22:47:00.000000,landing_page_view,android_app,US,organic_search,sess_59_1723243620
59,2024-08-09 22:50:34.842571,signup_page_view,android_app,US,organic_search,sess_59_1723243834
59,2024-08-09 23:25:32.518875,email_verification,android_app,US,organic_search,sess_59_1723245932
59,2024-08-09 23:26:25.088709,profile_setup,android_app,US,organic_search,sess_59_1723245985
59,2024-08-11 22:48:52.439720,checkout_start,android_app,US,organic_search,sess_59_1723416420
60,2024-10-14 18:44:00.000000,landing_page_view,mobile_web,Australia,social_media,sess_60_1728931440
61,2024-09-21 11:46:00.000000,landing_page_view,web,UK,paid_search,sess_61_1726919160
62,2024-08-16 10:02:00.000000,landing_page_view,web,UK,direct,sess_62_1723802520
62,2024-08-16 10:08:18.345241,signup_page_view,web,UK,direct,sess_62_1723802898
63,2024-08-02 04:08:00.000000,landing_page_view,web,Germany,organic_search,sess_63_1722571680
64,2024-07-19 04:59:00.000000,landing_page_view,mobile_web,UK,paid_search,sess_64_1721365140
65,2024-07-05 00:39:00.000000,landing_page_view,ios_app,Australia,organic_search,sess_65_1720139940
66,2024-07-30 02:20:00.000000,landing_page_view,ios_app,France,email_campaign,sess_66_1722306000
66,2024-07-30 02:24:14.905688,signup_page_view,ios_app,France,email_campaign,sess_66_1722306254
67,2024-07-09 07:13:00.000000,landing_page_view,ios_app,US,email_campaign,sess_67_1720509180
68,2024-10-23 00:46:00.000000,landing_page_view,mobile_web,UK,social_media,sess_68_1729644360
68,2024-10-23 00:58:24.854144,signup_page_view,mobile_web,UK,social_media,sess_68_1729645104
68,2024-10-23 01:10:14.322130,email_verification,mobile_web,UK,social_media,sess_68_1729645814
69,2024-11-04 00:51:00.000000,landing_page_view,web,US,email_campaign,sess_69_1730681460
70,2024-11-02 22:32:00.000000,landing_page_view,android_app,Germany,social_media,sess_70_1730586720
70,2024-11-02 22:44:48.342201,signup_page_view,android_app,Germany,social_media,sess_70_1730587488
71,2024-09-17 23:51:00.000000,landing_page_view,web,UK,paid_search,sess_71_1726617060
71,2024-09-18 00:15:00.404827,signup_page_view,web,UK,paid_search,sess_71_1726618500
72,2024-11-11 03:25:00.000000,landing_page_view,ios_app,US,social_media,sess_72_1731295500
72,2024-11-11 03:31:31.764874,signup_page_view,ios_app,US,social_media,sess_72_1731295891
73,2024-09-15 11:25:00.000000,landing_page_view,web,UK,organic_search,sess_73_1726399500
73,2024-09-15 11:35:58.494997,signup_page_view,web,UK,organic_search,sess_73_1726400158
73,2024-09-15 11:56:05.973476,email_verification,web,UK,organic_search,sess_73_1726401365
74,2024-09-14 16:27:00.000000,landing_page_view,mobile_web,Australia,social_media,sess_74_1726331220
74,2024-09-14 16:28:54.270557,signup_page_view,mobile_web,Australia,social_media,sess_74_1726331334
75,2024-10-27 13:35:00.000000,landing_page_view,android_app,UK,organic_search,sess_75_1730036100
75,2024-10-27 14:13:55.677147,signup_page_view,android_app,UK,organic_search,sess_75_1730038435
76,2024-11-27 20:25:00.000000,landing_page_view,web,US,paid_search,sess_76_1732739100
76,2024-11-27 20:33:01.000285,signup_page_view,web,US,paid_search,sess_76_1732739581
77,2024-10-06 10:58:00.000000,landing_page_view,mobile_web,UK,direct,sess_77_1728212280
77,2024-10-06 11:00:39.637930,signup_page_view,mobile_web,UK,direct,sess_77_1728212439
78,2024-10-28 17:20:00.000000,landing_page_view,web,US,email_campaign,sess_78_1730136000
78,2024-10-28 18:16:19.692945,signup_page_view,web,US,email_campaign,sess_78_1730139379
78,2024-10-28 18:24:48.643948,email_verification,web,US,email_campaign,sess_78_1730139888
78,2024-10-28 18:27:58.161444,profile_setup,web,US,email_campaign,sess_78_1730140078
78,2024-10-28 18:29:22.650290,first_product_view,web,US,email_campaign,sess_78_1730140162
79,2024-06-30 15:39:00.000000,landing_page_view,web,UK,social_media,sess_79_1719761940
79,2024-06-30 15:45:03.382996,signup_page_view,web,UK,social_media,sess_79_1719762303
80,2024-08-02 03:00:00.000000,landing_page_view,web,UK,social_media,sess_80_1722567600
80,2024-08-02 03:01:12.655280,signup_page_view,web,UK,social_media,sess_80_1722567672
80,2024-08-02 03:06:41.813509,email_verification,web,UK,social_media,sess_80_1722568001
80,2024-08-02 03:31:47.687942,profile_setup,web,UK,social_media,sess_80_1722569507
80,2024-08-02 03:51:08.502876,first_product_view,web,UK,social_media,sess_80_1722570668
81,2024-08-11 21:56:00.000000,landing_page_view,web,US,paid_search,sess_81_1723413360
82,2024-09-04 23:13:00.000000,landing_page_view,mobile_web,US,organic_search,sess_82_1725491580
82,2024-09-04 23:37:54.860065,signup_page_view,mobile_web,US,organic_search,sess_82_1725493074
82,2024-09-04 23:54:47.449166,email_verification,mobile_web,US,organic_search,sess_82_1725494087
82,2024-09-05 00:00:56.841916,profile_setup,mobile_web,US,organic_search,sess_82_1725494456
82,2024-09-05 00:02:39.290342,first_product_view,mobile_web,US,organic_search,sess_82_1725494559
83,2024-09-27 11:19:00.000000,landing_page_view,web,US,paid_search,sess_83_1727435940
83,2024-09-27 11:27:22.972435,signup_page_view,web,US,paid_search,sess_83_1727436442
83,2024-09-27 11:57:33.366171,email_verification,web,US,paid_search,sess_83_1727438253
84,2024-10-06 16:49:00.000000,landing_page_view,web,Israel,paid_search,sess_84_1728233340
84,2024-10-06 16:54:20.610493,signup_page_view,web,Israel,paid_search,sess_84_1728233660
85,2024-11-01 12:33:00.000000,landing_page_view,web,Canada,paid_search,sess_85_1730464380
85,2024-11-01 12:33:33.705699,signup_page_view,web,Canada,paid_search,sess_85_1730464413
86,2024-09-30 11:22:00.000000,landing_page_view,mobile_web,US,paid_search,sess_86_1727695320
86,2024-09-30 11:24:41.760002,signup_page_view,mobile_web,US,paid_search,sess_86_1727695481
87,2024-10-16 12:16:00.000000,landing_page_view,mobile_web,Canada,social_media,sess_87_1729080960
87,2024-10-16 12:24:11.799719,signup_page_view,mobile_web,Canada,social_media,sess_87_1729081451
87,2024-10-16 12:31:37.880738,email_verification,mobile_web,Canada,social_media,sess_87_1729081897
87,2024-10-16 12:33:30.666186,profile_setup,mobile_web,Canada,social_media,sess_87_1729082010
88,2024-10-30 21:21:00.000000,landing_page_view,mobile_web,Australia,paid_search,sess_88_1730323260
89,2024-08-20 12:42:00.000000,landing_page_view,web,US,social_media,sess_89_1724157720
89,2024-08-20 13:04:58.284963,signup_page_view,web,US,social_media,sess_89_1724159098
89,2024-08-20 13:11:28.124649,email_verification,web,US,social_media,sess_89_1724159488
89,2024-08-20 13:29:38.563039,profile_setup,web,US,social_media,sess_89_1724160578
89,2024-08-20 13:31:38.637068,first_product_view,web,US,social_media,sess_89_1724160698
90,2024-07-14 16:16:00.000000,landing_page_view,web,Canada,paid_search,sess_90_1720973760
91,2024-06-08 20:16:00.000000,landing_page_view,web,UK,direct,sess_91_1717877760
92,2024-10-21 08:44:00.000000,landing_page_view,ios_app,US,paid_search,sess_92_1729500240
93,2024-08-25 06:13:00.000000,landing_page_view,mobile_web,Netherlands,social_media,sess_93_1724566380
93,2024-08-25 06:33:31.818711,signup_page_view,mobile_web,Netherlands,social_media,sess_93_1724567611
94,2024-11-14 02:17:00.000000,landing_page_view,android_app,UK,direct,sess_94_1731550620
94,2024-11-14 02:32:43.925137,signup_page_view,android_app,UK,direct,sess_94_1731551563
95,2024-11-15 22:22:00.000000,landing_page_view,web,US,social_media,sess_95_1731709320
95,2024-11-15 22:28:28.884343,signup_page_view,web,US,social_media,sess_95_1731709708
96,2024-09-16 01:54:00.000000,landing_page_view,ios_app,UK,paid_search,sess_96_1726451640
96,2024-09-16 03:04:33.907837,signup_page_view,ios_app,UK,paid_search,sess_96_1726455873
97,2024-06-29 16:28:00.000000,landing_page_view,android_app,France,referral,sess_97_1719678480
97,2024-06-29 16:38:03.155427,signup_page_view,android_app,France,referral,sess_97_1719679083
98,2024-10-11 00:29:00.000000,landing_page_view,ios_app,UK,paid_search,sess_98_1728606540
98,2024-10-11 00:39:21.835369,signup_page_view,ios_app,UK,paid_search,sess_98_1728607161
98,2024-10-11 00:45:14.108590,email_verification,ios_app,UK,paid_search,sess_98_1728607514
98,2024-10-11 00:46:15.340633,profile_setup,ios_app,UK,paid_search,sess_98_1728607575
98,2024-10-11 00:48:55.682845,first_product_view,ios_app,UK,paid_search,sess_98_1728607735
99,2024-08-02 13:23:00.000000,landing_page_view,web,Canada,referral,sess_99_1722604980
99,2024-08-02 13:37:39.354755,signup_page_view,web,Canada,referral,sess_99_1722605859
100,2024-09-18 09:42:00.000000,landing_page_view,web,France,organic_search,sess_100_1726652520
100,2024-09-18 09:46:32.176409,signup_page_view,web,France,organic_search,sess_100_1726652792
101,2024-06-09 02:19:00.000000,landing_page_view,ios_app,Canada,organic_search,sess_101_1717899540
102,2024-06-03 02:37:00.000000,landing_page_view,web,Germany,social_media,sess_102_1717382220
102,2024-06-03 02:58:04.035132,signup_page_view,web,Germany,social_media,sess_102_1717383484
103,2024-06-29 08:02:00.000000,landing_page_view,web,Israel,organic_search,sess_103_1719648120
104,2024-10-02 14:37:00.000000,landing_page_view,ios_app,Canada,social_media,sess_104_1727879820
104,2024-10-02 14:56:41.730022,signup_page_view,ios_app,Canada,social_media,sess_104_1727881001
105,2024-09-22 07:44:00.000000,landing_page_view,web,Israel,referral,sess_105_1726991040
105,2024-09-22 07:58:24.739269,signup_page_view,web,Israel,referral,sess_105_1726991904
106,2024-10-25 15:39:00.000000,landing_page_view,mobile_web,Israel,social_media,sess_106_1729870740
106,2024-10-25 15:42:21.073256,signup_page_view,mobile_web,Israel,social_media,sess_106_1729870941
107,2024-11-13 06:04:00.000000,landing_page_view,mobile_web,Germany,social_media,sess_107_1731477840
108,2024-09-15 20:29:00.000000,landing_page_view,web,France,organic_search,sess_108_1726432140
109,2024-06-13 13:26:00.000000,landing_page_view,mobile_web,Germany,organic_search,sess_109_1718285160
110,2024-11-10 15:05:00.000000,landing_page_view,web,Canada,paid_search,sess_110_1731251100
110,2024-11-10 15:05:56.739662,signup_page_view,web,Canada,paid_search,sess_110_1731251156
111,2024-10-26 03:49:00.000000,landing_page_view,mobile_web,Australia,organic_search,sess_111_1729914540
112,2024-06-22 23:58:00.000000,landing_page_view,ios_app,Germany,paid_search,sess_112_1719100680
113,2024-11-27 11:06:00.000000,landing_page_view,mobile_web,UK,social_media,sess_113_1732705560
113,2024-11-27 11:32:36.915293,signup_page_view,mobile_web,UK,social_media,sess_113_1732707156
114,2024-06-29 03:16:00.000000,landing_page_view,mobile_web,UK,organic_search,sess_114_1719630960
114,2024-06-29 03:45:07.027852,signup_page_view,mobile_web,UK,organic_search,sess_114_1719632707
115,2024-06-22 10:26:00.000000,landing_page_view,web,US,social_media,sess_115_1719051960
116,2024-09-09 19:05:00.000000,landing_page_view,web,Germany,direct,sess_116_1725908700
117,2024-11-09 02:48:00.000000,landing_page_view,web,US,social_media,sess_117_1731120480
118,2024-11-21 16:28:00.000000,landing_page_view,ios_app,UK,referral,sess_118_1732206480
119,2024-11-19 20:23:00.000000,landing_page_view,ios_app,Germany,social_media,sess_119_1732047780
120,2024-06-17 11:19:00.000000,landing_page_view,ios_app,UK,organic_search,sess_120_1718623140
120,2024-06-17 11:23:17.419707,signup_page_view,ios_app,UK,organic_search,sess_120_1718623397
120,2024-06-17 11:39:58.175325,email_verification,ios_app,UK,organic_search,sess_120_1718624398
120,2024-06-17 12:04:05.751886,profile_setup,ios_app,UK,organic_search,sess_120_1718625845
121,2024-09-10 08:07:00.000000,landing_page_view,web,Germany,direct,sess_121_1725955620
122,2024-08-19 21:21:00.000000,landing_page_view,web,US,social_media,sess_122_1724102460
122,2024-08-19 21:28:01.205935,signup_page_view,web,US,social_media,sess_122_1724102881
122,2024-08-19 21:33:57.894787,email_verification,web,US,social_media,sess_122_1724103237
122,2024-08-19 22:06:34.336562,profile_setup,web,US,social_media,sess_122_1724105194
122,2024-08-19 22:08:08.990483,first_product_view,web,US,social_media,sess_122_1724105288
122,2024-08-19 23:05:27.462912,add_to_cart,web,US,social_media,sess_122_1724108727
122,2024-08-19 23:30:11.601059,checkout_start,web,US,social_media,sess_122_1724110211
122,2024-08-19 23:47:29.449286,payment_info_entered,web,US,social_media,sess_122_1724111249
122,2024-08-20 00:05:57.664732,purchase_completed,web,US,social_media,sess_122_1724112357
123,2024-08-11 17:27:00.000000,landing_page_view,mobile_web,US,direct,sess_123_1723397220
124,2024-10-10 05:57:00.000000,landing_page_view,ios_app,US,direct,sess_124_1728539820
125,2024-06-12 22:11:00.000000,landing_page_view,web,US,paid_search,sess_125_1718230260
125,2024-06-12 22:42:45.632001,signup_page_view,web,US,paid_search,sess_125_1718232165
125,2024-06-12 22:53:01.332563,email_verification,web,US,paid_search,sess_125_1718232781
125,2024-06-12 23:17:18.624351,profile_setup,web,US,paid_search,sess_125_1718234238
125,2024-06-12 23:20:02.336197,first_product_view,web,US,paid_search,sess_125_1718234402
125,2024-06-13 22:16:25.183194,checkout_start,web,US,paid_search,sess_125_1718316660
126,2024-11-06 23:19:00.000000,landing_page_view,web,France,organic_search,sess_126_1730935140
126,2024-11-06 23:39:15.413388,signup_page_view,web,France,organic_search,sess_126_1730936355
127,2024-09-06 03:01:00.000000,landing_page_view,mobile_web,Canada,organic_search,sess_127_1725591660
127,2024-09-06 03:25:15.341964,signup_page_view,mobile_web,Canada,organic_search,sess_127_1725593115
127,2024-09-06 03:39:35.954374,email_verification,mobile_web,Canada,organic_search,sess_127_1725593975
127,2024-09-06 03:47:08.788569,profile_setup,mobile_web,Canada,organic_search,sess_127_1725594428
127,2024-09-06 04:07:31.625583,first_product_view,mobile_web,Canada,organic_search,sess_127_1725595651
